Entry	yourlist:M20170210A7434721E10EE6586998A056CCD0537E71EBC78	Involvement in disease	Cross-reference (Orphanet)
P49810	PSEN2	DISEASE: Alzheimer disease 4 (AD4) [MIM:606889]: A familial early-onset form of Alzheimer disease. Alzheimer disease is a neurodegenerative disorder characterized by progressive dementia, loss of cognitive abilities, and deposition of fibrillar amyloid proteins as intraneuronal neurofibrillary tangles, extracellular amyloid plaques and vascular amyloid deposits. The major constituent of these plaques is the neurotoxic amyloid-beta-APP 40-42 peptide (s), derived proteolytically from the transmembrane precursor protein APP by sequential secretase processing. The cytotoxic C-terminal fragments (CTFs) and the caspase-cleaved products such as C31 derived from APP, are also implicated in neuronal death. {ECO:0000269|PubMed:10631141, ECO:0000269|PubMed:10732806, ECO:0000269|PubMed:22503161, ECO:0000269|PubMed:7638622, ECO:0000269|PubMed:7651536, ECO:0000269|PubMed:9384602}. Note=The disease is caused by mutations affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated 1V (CMD1V) [MIM:613697]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:17186461}. Note=The disease is caused by mutations affecting the gene represented in this entry.	1020;154;
Q9NZ42	PSENEN	DISEASE: Acne inversa, familial, 2 (ACNINV2) [MIM:613736]: A chronic relapsing inflammatory disease of the hair follicles characterized by recurrent draining sinuses, painful skin abscesses, and disfiguring scars. Manifestations typically appear after puberty. {ECO:0000269|PubMed:20929727}. Note=The disease is caused by mutations affecting the gene represented in this entry.	387;
P11464	PSG1		
Q16557	PSG3		
Q00888	PSG4		
Q15238	PSG5		
O75475	PSIP1	DISEASE: Note=A chromosomal aberration involving PSIP1 is associated with pediatric acute myeloid leukemia (AML) with intermediate characteristics between M2-M3 French-American-British (FAB) subtypes. Translocation t(9;11)(p22;p15) with NUP98. The chimeric transcript is an in-frame fusion of NUP98 exon 8 to PSIP1 exon 4. {ECO:0000269|PubMed:15725483}.	
P11801	PSKH1		
Q96QS6	PSKH2		
P25786	PSMA1		
P25787	PSMA2		
P25788	PSMA3		
P25789	PSMA4		
P28066	PSMA5		
P60900	PSMA6		
O14818	PSMA7		
Q8TAA3	PSMA8		
P20618	PSMB1		
P40306	PSMB10		
A5LHX3	PSMB11		
P49721	PSMB2		
P49720	PSMB3		
P28070	PSMB4		
P28074	PSMB5		
P28072	PSMB6		
Q99436	PSMB7		
P28062	PSMB8	DISEASE: Nakajo syndrome (NKJO) [MIM:256040]: An autosomal recessive autoinflammatory disorder characterized by early childhood onset of recurrent fever, joint stiffness and severe contractures of the hands and feet, and erythematous skin lesions with subsequent development of lipodystrophy and laboratory evidence of immune dysregulation. Accompanying features may include muscle weakness and atrophy, hepatosplenomegaly, and microcytic anemia. {ECO:0000269|PubMed:21129723, ECO:0000269|PubMed:21852578, ECO:0000269|PubMed:21881205, ECO:0000269|PubMed:21953331, ECO:0000269|PubMed:26524591, ECO:0000269|PubMed:26567544}. Note=The disease is caused by mutations affecting the gene represented in this entry.	325004;324999;2615;
P28065	PSMB9		
P62191	PSMC1		
P35998	PSMC2		
P17980	PSMC3		
P43686	PSMC4		
P62195	PSMC5		
P62333	PSMC6		
Q99460	PSMD1		
O75832	PSMD10		
O00231	PSMD11		
O00232	PSMD12		
Q9UNM6	PSMD13		
O00487	PSMD14		
Q13200	PSMD2		
O43242	PSMD3		
P55036	PSMD4		
Q16401	PSMD5		
Q15008	PSMD6		
P51665	PSMD7		
P48556	PSMD8		
O00233	PSMD9		
Q06323	PSME1		
Q9UL46	PSME2		
P61289	PSME3		
Q14997	PSME4		
Q92530	PSMF1		
O95456	PSMG1		
Q969U7	PSMG2		
Q8WXF1	PSPC1		
P78330	PSPH	DISEASE: Phosphoserine phosphatase deficiency (PSPHD) [MIM:614023]: A disorder that results in pre- and postnatal growth retardation, moderate psychomotor retardation and facial features suggestive of Williams syndrome. {ECO:0000269|PubMed:14673469}. Note=The disease is caused by mutations affecting the gene represented in this entry.	79350;
Q6PGN9	PSRC1		
O43586	PSTPIP1	DISEASE: PAPA syndrome (PAPAS) [MIM:604416]: Characterized by autosomal dominant inheritance of early-onset, primarily affecting skin and joint tissues. Recurring inflammatory episodes lead to accumulation of sterile, pyogenic, neutrophil-rich material within the affected joints, ultimately resulting in significant destruction. {ECO:0000269|PubMed:11971877, ECO:0000269|PubMed:22161697}. Note=The disease is caused by mutations affecting the gene represented in this entry.	69126;
P25105	PTAFR		
Q7Z6K3	PTAR1		
P26599	PTBP1		
O95758	PTBP3		
O75127	PTCD1		
Q8WV60	PTCD2		
Q96EY7	PTCD3		
Q13635	PTCH1	DISEASE: Basal cell nevus syndrome (BCNS) [MIM:109400]: An autosomal dominant disease characterized by nevoid basal cell carcinomas and developmental abnormalities such as rib and craniofacial alterations, polydactyly, syndactyly, and spina bifida. In addition, the patients suffer from a multitude of tumors like basal cell carcinomas, fibromas of the ovaries and heart, cysts of the skin, jaws and mesentery, as well as medulloblastomas and meningiomas. {ECO:0000269|PubMed:11231326, ECO:0000269|PubMed:15459969, ECO:0000269|PubMed:8840969, ECO:0000269|PubMed:8981943, ECO:0000269|PubMed:9620294}. Note=The disease may be caused by mutations affecting the gene represented in this entry.; DISEASE: Basal cell carcinoma (BCC) [MIM:605462]: A common malignant skin neoplasm that typically appears on hair-bearing skin, most commonly on sun-exposed areas. BCC is slow growing and rarely metastasizes, but has potentialities for local invasion and destruction. It usually develops as a flat, firm, pale area that is small, raised, pink or red, translucent, shiny, and waxy, and the area may bleed following minor injury. Tumor size can vary from a few millimeters to several centimeters in diameter. {ECO:0000269|PubMed:8658145, ECO:0000269|PubMed:9620294}. Note=The disease is caused by mutations affecting the gene represented in this entry.; DISEASE: Holoprosencephaly 7 (HPE7) [MIM:610828]: A structural anomaly of the brain, in which the developing forebrain fails to correctly separate into right and left hemispheres. Holoprosencephaly is genetically heterogeneous and associated with several distinct facies and phenotypic variability. {ECO:0000269|PubMed:11941477, ECO:0000269|PubMed:17001668, ECO:0000269|PubMed:17096318}. Note=The disease is caused by mutations affecting the gene represented in this entry.	93925;377;93924;280200;93926;77301;220386;280195;
Q9Y6C5	PTCH2	DISEASE: Medulloblastoma (MDB) [MIM:155255]: Malignant, invasive embryonal tumor of the cerebellum with a preferential manifestation in children. {ECO:0000269|PubMed:9931336}. Note=The disease is caused by mutations affecting the gene represented in this entry.; DISEASE: Basal cell carcinoma (BCC) [MIM:605462]: A common malignant skin neoplasm that typically appears on hair-bearing skin, most commonly on sun-exposed areas. BCC is slow growing and rarely metastasizes, but has potentialities for local invasion and destruction. It usually develops as a flat, firm, pale area that is small, raised, pink or red, translucent, shiny, and waxy, and the area may bleed following minor injury. Tumor size can vary from a few millimeters to several centimeters in diameter. {ECO:0000269|PubMed:9931336}. Note=The disease is caused by mutations affecting the gene represented in this entry.	141276;
Q96NR3	PTCHD1	DISEASE: Autism, X-linked 4 (AUTSX4) [MIM:300830]: A complex multifactorial, pervasive developmental disorder characterized by impairments in reciprocal social interaction and communication, restricted and stereotyped patterns of interests and activities, and the presence of developmental abnormalities by 3 years of age. Most individuals with autism also manifest moderate mental retardation. {ECO:0000269|PubMed:20844286, ECO:0000269|PubMed:25131214, ECO:0000269|PubMed:25782667}. Note=Disease susceptibility is associated with variations affecting the gene represented in this entry.	106;777;
Q6ISU1	PTCRA		
P48651	PTDSS1	DISEASE: Lenz-Majewski hyperostotic dwarfism (LMHD) [MIM:151050]: A syndrome of intellectual disability and multiple congenital anomalies that features generalized craniotubular hyperostosis. LMHD is characterized by the combination of sclerosing bone dysplasia, intellectual disability and distinct craniofacial, dental, cutaneous and distal limb anomalies. The progressive generalized hyperostosis associated with this syndrome affects the cranium, the vertebrae and the diaphyses of tubular bones, leading to severe growth restriction. {ECO:0000269|PubMed:24241535}. Note=The disease is caused by mutations affecting the gene represented in this entry.	2658;
Q9BVG9	PTDSS2		
Q96BW5	PTER		
Q7RTS3	PTF1A	DISEASE: Pancreatic and cerebellar agenesis (PACA) [MIM:609069]: A disease characterized by neonatal diabetes mellitus, cerebellar agenesis or hypoplasia, severe intrauterine growth retardation, the presence of very little subcutaneous fat, and dysmorphic facial features. {ECO:0000269|PubMed:15543146}. Note=The disease is caused by mutations affecting the gene represented in this entry.; DISEASE: Pancreatic agenesis 2 (PAGEN2) [MIM:615935]: A disease characterized by isolated hypoplasia or agenesis of the pancreas, pancreatic beta-cell failure resulting in neonatal insulin-dependent diabetes mellitus, and exocrine pancreatic insufficiency. {ECO:0000269|PubMed:24212882}. Note=The disease is caused by mutations affecting the gene represented in this entry. In some families with pancreatic agenesis, disease causing mutations affect the sequence and activity of an enhancer region of 400-bp located 25 kb downstream of PTF1A (PubMed:24212882). {ECO:0000269|PubMed:24212882}.	2805;65288;
Q13258	PTGDR	DISEASE: Asthma-related traits 1 (ASRT1) [MIM:607277]: Asthma-related traits include clinical symptoms of asthma, such as coughing, wheezing, dyspnea, bronchial hyperresponsiveness as assessed by methacholine challenge test, serum IgE levels, atopy and atopic dermatitis. {ECO:0000269|PubMed:15496624}. Note=Disease susceptibility is associated with variations affecting the gene represented in this entry.	
Q9Y5Y4	PTGDR2		
P41222	PTGDS		
P34995	PTGER1		
P43116	PTGER2		
P43115	PTGER3		
P35408	PTGER2,PTGER4		
O14684	PTGES		
Q9H7Z7	PTGES2		
Q15185	PTGES3		
P43088	PTGFR		
Q9P2B2	PTGFRN		
P43119	PTGIR		
Q16647	PTGIS	DISEASE: Essential hypertension (EHT) [MIM:145500]: A condition in which blood pressure is consistently higher than normal with no identifiable cause. {ECO:0000269|PubMed:12372404}. Note=The disease may be caused by mutations affecting the gene represented in this entry.	
Q14914	PTGR1		
Q8N8N7	PTGR2		
P23219	PTGS1		
P35354	PTGS2		
P01270	PTH	DISEASE: Hypoparathyroidism, familial isolated (FIH) [MIM:146200]: A disorder characterized by hypocalcemia and hyperphosphatemia due to inadequate secretion of parathyroid hormone. Clinical features include seizures, tetany and cramps. {ECO:0000269|PubMed:10523031, ECO:0000269|PubMed:2212001}. Note=The disease is caused by mutations affecting the gene represented in this entry.	189466;
Q03431	PTH1R	DISEASE: Jansen metaphyseal chondrodysplasia (JMC) [MIM:156400]: Rare autosomal dominant disorder characterized by a short-limbed dwarfism associated with hypercalcemia and normal or low serum concentrations of the two parathyroid hormones. {ECO:0000269|PubMed:10487664, ECO:0000269|PubMed:15240651, ECO:0000269|PubMed:7701349, ECO:0000269|PubMed:8703170}. Note=The disease is caused by mutations affecting the gene represented in this entry.; DISEASE: Chondrodysplasia Blomstrand type (BOCD) [MIM:215045]: Severe skeletal dysplasia. {ECO:0000269|PubMed:9745456}. Note=The disease is caused by mutations affecting the gene represented in this entry.; DISEASE: Enchondromatosis multiple (ENCHOM) [MIM:166000]: A condition characterized by multiple formation of enchondromas, benign neoplasms derived from mesodermal cells that form cartilage. Enchondromas remain within the substance of a cartilage or bone. Clinical problems caused by enchondromas include skeletal deformity and the potential for malignant change to osteosarcoma. {ECO:0000269|PubMed:11850620}. Note=The disease may be caused by mutations affecting the gene represented in this entry.; DISEASE: Eiken skeletal dysplasia (EISD) [MIM:600002]: A rare skeletal dysplasia characterized by severely retarded ossification, principally of the epiphyses, pelvis, hands and feet, as well as by abnormal modeling of the bones in hands and feet, abnormal persistence of cartilage in the pelvis and mild growth retardation. {ECO:0000269|PubMed:15525660}. Note=The disease is caused by mutations affecting the gene represented in this entry.; DISEASE: Primary failure of tooth eruption (PFE) [MIM:125350]: Rare condition that has high penetrance and variable expressivity and in which tooth retention occurs without evidence of any obvious mechanical interference. Instead, malfunction of the eruptive mechanism itself appears to cause nonankylosed permanent teeth to fail to erupt, although the eruption pathway has been cleared by bone resorption. {ECO:0000269|PubMed:19061984}. Note=The disease is caused by mutations affecting the gene represented in this entry.	50945;1077;79106;296;33067;
