Entry	Entry_name	Gene_names
Q9Y653	AGRG1_HUMAN	ADGRG1
Q9Y672	ALG6_HUMAN	ALG6
Q9Y698	CCG2_HUMAN	CACNG2
Q9Y6A1	POMT1_HUMAN	POMT1
Q9Y6B6	SAR1B_HUMAN	SAR1B
Q9Y6B7	AP4B1_HUMAN	AP4B1
Q9Y6C5	PTC2_HUMAN	PTCH2
Q9Y6D5	BIG2_HUMAN	ARFGEF2
Q9Y6D9	MD1L1_HUMAN	MAD1L1
Q9Y6H6	KCNE3_HUMAN	KCNE3
Q9Y6H8	CXA3_HUMAN	GJA3
Q9Y6J6	KCNE2_HUMAN	KCNE2
Q9Y6K9	NEMO_HUMAN	IKBKG
Q9Y6L6	SO1B1_HUMAN	SLCO1B1
Q9Y6M9	NDUB9_HUMAN	NDUFB9
Q9Y6N6	LAMC3_HUMAN	LAMC3
Q9Y6N9	USH1C_HUMAN	USH1C
Q9Y6Q6	TNR11_HUMAN	TNFRSF11A
Q9Y6R1	S4A4_HUMAN	SLC4A4
Q9Y6W8	ICOS_HUMAN	ICOS
Q9Y6X0	SETBP_HUMAN	SETBP1
Q9Y6Y1	CMTA1_HUMAN	CAMTA1
R4GMU1	R4GMU1_HUMAN	H6PD
R4IXY3	R4IXY3_HUMAN	RTEL1
R4SBI6	R4SBI6_HUMAN	EPHX1
R4SCQ0	R4SCQ0_HUMAN	EGLN1
R4UMM2	R4UMM2_HUMAN	CRYBB2
R9QTR3	R9QTR3_HUMAN	
R9W7C9	R9W7C9_HUMAN	PAX8
S4R453	S4R453_HUMAN	KCNMA1
S4S3R8	S4S3R8_HUMAN	EZH2
S5RV20	S5RV20_HUMAN	CYP2C9
U3KQJ8	U3KQJ8_HUMAN	
U5YWV7	U5YWV7_HUMAN	COX1
U5Z754	U5Z754_HUMAN	ND1
U5Z977	U5Z977_HUMAN	ND6
U5ZC31	U5ZC31_HUMAN	ND5
V5T7C5	V5T7C5_HUMAN	LDB3
V9GYG7	V9GYG7_HUMAN	CLCN5
V9H0H7	V9H0H7_HUMAN	
V9HVY1	V9HVY1_HUMAN	HEL-S-78p
V9HVY9	V9HVY9_HUMAN	HEL-S-296
V9HW21	V9HW21_HUMAN	HEL-76
V9HW25	V9HW25_HUMAN	HEL-S-273
V9HW26	V9HW26_HUMAN	HEL-S-123m
V9HW27	V9HW27_HUMAN	HEL-S-101
V9HW37	V9HW37_HUMAN	HEL-S-69
V9HW43	V9HW43_HUMAN	HEL-S-102
V9HW45	V9HW45_HUMAN	HEL-S-302
V9HW60	V9HW60_HUMAN	HEL-S-182mP
V9HW74	V9HW74_HUMAN	HEL-117
V9HW80	V9HW80_HUMAN	HEL-S-70
V9HW83	V9HW83_HUMAN	HEL-S-53e
V9HW90	V9HW90_HUMAN	HEL-75
V9HWA0	V9HWA0_HUMAN	HEL-S-5
V9HWA7	V9HWA7_HUMAN	HEL23
V9HWA9	V9HWA9_HUMAN	HEL-S-62p
V9HWB2	V9HWB2_HUMAN	HEL-S-20
V9HWB9	V9HWB9_HUMAN	HEL-S-133P
V9HWC2	V9HWC2_HUMAN	HEL-S-67p
V9HWC9	V9HWC9_HUMAN	HEL-S-44
V9HWE1	V9HWE1_HUMAN	HEL113
V9HWE7	V9HWE7_HUMAN	HEL-S-19
V9HWE8	V9HWE8_HUMAN	HEL-S-47e
V9HWF4	V9HWF4_HUMAN	HEL-S-68p
V9HWH6	V9HWH6_HUMAN	HEL-S-156an
V9HWH7	V9HWH7_HUMAN	HEL-S-70p
V9HWI3	V9HWI3_HUMAN	HEL-S-130P
V9HWJ1	V9HWJ1_HUMAN	HEL-S-64p
V9HWK0	V9HWK0_HUMAN	HEL103
V9HWK1	V9HWK1_HUMAN	HEL-S-49
V9HWK2	V9HWK2_HUMAN	HEL114
V9HWN7	V9HWN7_HUMAN	HEL-S-87p
W0UV28	W0UV28_HUMAN	RAA1
W6CJ52	W6CJ52_HUMAN	FOXC1
W6MEN3	W6MEN3_HUMAN	B4GALT1
X5CMH5	X5CMH5_HUMAN	TAP2
X5CMJ9	X5CMJ9_HUMAN	PSM8
X5D299	X5D299_HUMAN	ALDH5A1
X5D2G8	X5D2G8_HUMAN	FGFR3
X5D2H2	X5D2H2_HUMAN	FOXP2
X5D2H9	X5D2H9_HUMAN	GJA5
X5D2L1	X5D2L1_HUMAN	HSD11B1
X5D2R5	X5D2R5_HUMAN	NUBPL
X5D7G1	X5D7G1_HUMAN	GJA8
X5D7H2	X5D7H2_HUMAN	GRPR
X5D7Q2	X5D7Q2_HUMAN	TSC2
X5D8S1	X5D8S1_HUMAN	ABAT
X5D8S6	X5D8S6_HUMAN	ADSL
X5D945	X5D945_HUMAN	HRAS
X5D982	X5D982_HUMAN	NDN
X5D9A5	X5D9A5_HUMAN	PITX1
X5D9C4	X5D9C4_HUMAN	SLC6A8
X5D9D2	X5D9D2_HUMAN	TSC1
X5DNK3	X5DNK3_HUMAN	ERBB2
X5DNQ0	X5DNQ0_HUMAN	HLA-DRB1
X5DNQ7	X5DNQ7_HUMAN	IL1RAPL1
X5DNW2	X5DNW2_HUMAN	NTNG1
X5DP00	X5DP00_HUMAN	SNRPN
X5DQN2	X5DQN2_HUMAN	ALDH5A1
X5DQP6	X5DQP6_HUMAN	AVP
X5DQY4	X5DQY4_HUMAN	GABRB3
X5DR28	X5DR28_HUMAN	LARGE
X5DR54	X5DR54_HUMAN	NDE1
X5DR71	X5DR71_HUMAN	NTRK1
X5DR79	X5DR79_HUMAN	PARK2
X5DRB1	X5DRB1_HUMAN	XPC
X6R390	X6R390_HUMAN	AP2S1
P08575	PTPRC_HUMAN	PTPRC
X6R5C5	X6R5C5_HUMAN	CTSA
X6R868	X6R868_HUMAN	CEL
X6R8A1	X6R8A1_HUMAN	CTSA
X6RAN8	X6RAN8_HUMAN	DUOX2
X6RGC9	X6RGC9_HUMAN	TYROBP
